date,rarity,item_type,name,cost
2023-03-14,gaming_legends,outfit,*Aloy*,1500
2023-03-14,gaming_legends,bundle,*Horizon Zero Dawn (Bundle)*,2600
2021-08-03,epic,glider,*Servo*,1200
2021-08-03,rare,wrap,*Wolfhunter*,500
2021-08-03,rare,pickaxe,*Big Bad Axe*,800
2021-08-03,uncommon,pickaxe,*Caliper*,500
2021-08-03,epic,outfit,*Archetype*,1500
2021-08-03,uncommon,outfit,*Manic*,800
2021-08-03,epic,outfit,*Grim Fable*,1500
2021-08-03,rare,outfit,*Ruby*,1200
2021-08-03,uncommon,glider,*Sky Stripe*,500
2021-08-03,legendary,outfit,*Cyclo*,2000
2021-08-03,uncommon,pickaxe,*Oathmaker's Axe*,500
2021-08-03,rare,outfit,*Raptorian The Brave*,1200
2021-08-03,uncommon,pickaxe,*Stripe Slicer*,500
2021-08-03,uncommon,pickaxe,*Scarlet Sai*,600
2021-08-03,slurp,wrap,*Slurp!*,700
2021-08-03,uncommon,emote,*Raise The Roof*,200
2021-08-03,rare,outfit,*Mayhem*,1200
2021-08-03,uncommon,outfit,*Verge*,800
2021-08-03,icon_series,emote,*Survivorsault*,200
2021-08-03,icon_series,emote,*The Macarena*,500
2021-08-03,epic,outfit,*Snake Eyes*,1800
2018-06-24,legendary,outfit,*Fate*,2000
2018-06-24,epic,glider,*Split Wing*,1200
2018-06-24,rare,pickaxe,*Fated Frame*,800
2018-06-24,rare,emote,*Zany*,500
2018-06-24,rare,outfit,*Absolute Zero*,1200
2018-06-24,rare,outfit,*Diecast*,1200
2018-06-24,rare,pickaxe,*Spectral Axe*,800
2018-06-24,uncommon,emote,*Red Card*,200
2018-06-24,uncommon,glider,*Warthog*,500
2018-04-19,legendary,outfit,*Cuddle Team Leader*,2000
2018-04-19,rare,pickaxe,*Tat Axe*,800
2018-04-19,epic,backpack,*Rust Bucket*,0
2018-04-19,epic,emote,*Rocket Rodeo*,800
2018-04-19,rare,outfit,*Dazzle*,1200
2018-04-19,rare,outfit,*Survival Specialist*,1200
2018-04-19,rare,pickaxe,*Empire Axe*,800
2018-04-19,uncommon,emote,*Brush Your Shoulders*,200
2021-04-20,legendary,outfit,*Tempest*,2000
2021-04-20,gaming_legends,emote,*Heart-rizon*,300
2021-04-20,gaming_legends,glider,*Glinthawk*,1200
2021-04-20,gaming_legends,outfit,*Aloy*,1500
2021-04-20,gaming_legends,pickaxe,*Aloy's Spear*,800
2021-04-20,gaming_legends,wrap,*Shield-Weaver*,500
2021-04-20,epic,glider,*Man O' War*,1200
2021-04-20,epic,glider,*Storm Eye*,1200
2021-04-20,epic,outfit,*Starfish*,1500
2021-04-20,epic,outfit,*Vix*,1500
2021-04-20,epic,pickaxe,*Conch Cleaver*,1200
2021-04-20,epic,pickaxe,*Storm Bolt*,1200
2021-04-20,rare,glider,*Coral Cruiser*,800
2021-04-20,rare,outfit,*Atlantean Fishstick*,1200
2021-04-20,rare,outfit,*Cryptic*,1200
2021-04-20,rare,outfit,*Fishstick*,1200
2021-04-20,rare,outfit,*Jellie*,1200
2021-04-20,rare,outfit,*Maki Master*,1200
2021-04-20,rare,outfit,*Mystify*,1200
2021-04-20,rare,outfit,*Potassius Peels*,1200
2021-04-20,rare,outfit,*Princess Felicity Fish*,1200
2021-04-20,rare,outfit,*Sushi Master*,1200
2021-04-20,rare,outfit,*Triggerfish*,1200
2021-04-20,rare,pickaxe,*Filet Axe*,800
2021-04-20,rare,pickaxe,*Fish Sticks*,800
2021-04-20,rare,pickaxe,*Fresh Fish*,800
2021-04-20,rare,pickaxe,*Purr Axe*,800
2021-04-20,rare,pickaxe,*Scampi*,800
2021-04-20,rare,pickaxe,*Water Wand*,800
2021-04-20,rare,wrap,*Aqua Royal*,500
2021-04-20,rare,wrap,*Bubbleflage*,500
2021-04-20,rare,wrap,*Enigma*,500
2021-04-20,rare,wrap,*Turbulent*,500
2021-04-20,uncommon,glider,*Flying Fish*,500
2021-04-20,uncommon,outfit,*Bolt*,800
2021-04-20,uncommon,pickaxe,*Bootstraps*,500
2021-04-20,uncommon,pickaxe,*Gladius of Potassius*,500
2021-04-20,uncommon,wrap,*Fish Face*,300
2021-04-20,uncommon,wrap,*Fishy*,300
2021-04-20,uncommon,wrap,*Slippery*,300
2021-04-20,epic,outfit,*Synapse*,1500
2021-04-20,rare,music,*Orbital Overload*,200
2021-04-20,rare,outfit,*Goldie*,1200
2021-04-20,uncommon,emote,*Finger Guns*,200
2021-04-20,uncommon,emote,*Jubilation*,200
2021-04-20,uncommon,emote,*Rage Quit*,200
2019-12-23,legendary,outfit,*Glimmer*,2000
2019-12-23,epic,outfit,*Kane*,1500
2019-12-23,rare,glider,*Crystal Carriage*,800
2019-12-23,rare,outfit,*Frosted Flurry*,1200
2019-12-23,rare,pickaxe,*Flurry*,800
2019-12-23,uncommon,pickaxe,*Candy Cleavers*,500
2019-12-23,epic,outfit,*Slushy Soldier*,1500
2019-12-23,epic,pickaxe,*Candy Axe*,1500
2019-12-23,rare,emote,*Bouncer*,500
2019-12-23,rare,wrap,*Big Flake*,500
2019-12-23,uncommon,emote,*Revel*,200
2019-12-23,uncommon,outfit,*Tinseltoes*,800
2020-10-27,icon_series,emote,*Last Forever*,500
2020-10-27,icon_series,emote,*Rollie*,500
2020-10-27,epic,bundle,*Crypt Crashers Pack (Bundle)*,2800
2020-10-27,epic,bundle,*Ultimate Reckoning Pack (Bundle)*,2000
2020-10-27,epic,glider,*Ecto-Glider*,1200
2020-10-27,epic,glider,*Hex Hut*,1200
2020-10-27,epic,outfit,*Antheia*,1500
2020-10-27,epic,outfit,*Morro*,1800
2020-10-27,epic,outfit,*Peely Bone*,1500
2020-10-27,epic,outfit,*Spooky Team Leader*,1500
2020-10-27,rare,backpack,*Ghost Trap*,400
2020-10-27,rare,backpack,*Proton Pack*,400
2020-10-27,rare,bundle,*Ghostbusters Gear (Bundle)*,1800
2020-10-27,rare,glider,*Dawn's Promise*,800
2020-10-27,rare,outfit,*Baba Yaga*,1200
2020-10-27,rare,outfit,*Headlock*,1200
2020-10-27,rare,outfit,*Party Trooper*,1200
2020-10-27,rare,outfit,*Snuggs*,1200
2020-10-27,rare,pickaxe,*Hunting Song*,800
2020-10-27,rare,pickaxe,*Proton Pickaxe*,800
2020-10-27,rare,pickaxe,*Spell Sweeper*,800
2020-10-27,rare,wrap,*Snuggs Shine*,500
2020-10-27,uncommon,bundle,*Ghostbusters Crew (Bundle)*,2000
2020-10-27,uncommon,bundle,*Ghostbusters Patrol (Bundle)*,2000
2020-10-27,uncommon,outfit,*Aura Analyzer*,800
2020-10-27,uncommon,outfit,*Containment Specialist*,800
2020-10-27,uncommon,outfit,*Curse Buster*,800
2020-10-27,uncommon,outfit,*Ecto Expert*,800
2020-10-27,uncommon,outfit,*Haunt Officer*,800
2020-10-27,uncommon,outfit,*P.K.E. Ranger*,800
2020-10-27,uncommon,outfit,*Paranormal Guide*,800
2020-10-27,uncommon,outfit,*Phantom Commando*,800
2020-10-27,uncommon,outfit,*Specter Inspector*,800
2020-10-27,uncommon,outfit,*Spirit Sniper*,800
2020-10-27,uncommon,pickaxe,*Jaw Dropper*,500
2020-10-27,uncommon,pickaxe,*Snuggle Swiper*,500
2020-10-27,uncommon,wrap,*Illustrated*,300
2020-10-27,rare,emote,*Infectious*,500
2020-10-27,rare,emote,*Living Large*,500
2020-10-27,rare,emote,*Pickin'*,500
2020-10-27,rare,outfit,*King Krab*,1200
2020-10-27,rare,outfit,*PJ Pepperoni*,1200
2020-10-27,uncommon,emote,*Battle Call*,200
2022-07-13,rare,outfit,*Sparkplug*,1200
2022-07-13,epic,outfit,*Kitbash*,1500
2022-07-13,uncommon,outfit,*GHOST Enforcer*,800
2022-07-13,rare,glider,*Poofy Parasail*,800
2022-07-13,epic,outfit,*Flapjackie*,1500
2022-07-13,uncommon,outfit,*SHADOW Enforcer*,800
2022-07-13,rare,pickaxe,*Arena's Blessing*,800
2022-07-13,rare,outfit,*Sica*,1200
2022-07-13,rare,bundle,*Sica (Bundle)*,2100
2022-07-13,epic,outfit,*Growler*,1500
2022-07-13,rare,pickaxe,*Hyper Edge*,800
2022-07-13,uncommon,pickaxe,*Jackspammer*,500
2022-07-13,legendary,glider,*Cerberus*,1500
2022-07-13,rare,bundle,*Zone Wars (Bundle)*,1600
2022-07-13,uncommon,bundle,*Henchman (Bundle)*,1200
2022-07-13,rare,outfit,*Brilliant Striker*,1200
2022-07-13,slurp,outfit,*Slurpentine*,1500
2022-07-13,epic,emote,*Rocket Rodeo*,800
2022-07-13,uncommon,emote,*Rootin' Tootin'*,300
2022-07-13,icon_series,emote,*Get Gone*,500
2022-07-13,rare,wrap,*Neural Web*,500
2022-07-13,marvel,emote,*Grand Salute*,300
2022-07-13,marvel,outfit,*Captain America*,2000
2022-07-13,marvel,bundle,*Gods of Thunder Pack (Bundle)*,2500
2022-07-13,rare,outfit,*The Brat*,1200
2022-07-13,epic,outfit,*Tomatohead*,1500
2022-07-13,uncommon,pickaxe,*Patty Whacker*,500
2022-07-13,uncommon,emote,*Pizza Party*,200
2022-07-13,rare,emote,*Taco Time*,500
2022-07-13,epic,glider,*Flying Saucer*,1200
2022-07-13,uncommon,backpack,*Duffle Dog*,300
2022-07-13,rare,pickaxe,*Axeroni*,800
2022-07-13,epic,glider,*Extra Cheese*,1200
2022-07-13,rare,bundle,*The Brat (Bundle)*,1600
2022-07-13,uncommon,pickaxe,*Pair-peronni*,500
2022-07-13,rare,wrap,*Forever Tuesday*,500
2022-07-13,uncommon,outfit,*Sizzle*,800
2022-07-13,uncommon,outfit,*Lada*,800
2022-07-13,rare,pickaxe,*Knockwurst*,800
2022-07-13,rare,outfit,*Guaco*,1200
2022-07-13,epic,outfit,*Beef Boss*,1500
2022-07-13,uncommon,outfit,*Crustina*,800
2022-07-13,epic,bundle,*Knights of the Food Court (Bundle)*,2600
2022-07-13,rare,bundle,*Leven2K’s Taco Tuesday (Bundle)*,1800
2022-07-13,epic,bundle,*Stacked (Bundle)*,2200
2022-07-13,epic,bundle,*Sliced (Bundle)*,2400
2019-02-23,legendary,outfit,*Arachne*,2000
2019-02-23,legendary,outfit,*Ravage*,2000
2019-02-23,legendary,outfit,*Raven*,2000
2019-02-23,legendary,outfit,*Spider Knight*,2000
2019-02-23,epic,glider,*Hatchling*,1200
2019-02-23,epic,glider,*Nautilus*,1200
2019-02-23,epic,outfit,*Deep Sea Destroyer*,1500
2019-02-23,epic,outfit,*Deep Sea Dominator*,1500
2019-02-23,rare,glider,*Feathered Flyer*,800
2019-02-23,rare,pickaxe,*Iron Beak*,800
2019-02-23,rare,pickaxe,*Web Breaker*,800
2019-02-23,uncommon,pickaxe,*Krakenaxe*,500
2019-02-23,epic,emote,*Electro Shuffle*,800
2019-02-23,epic,misc,*Battle Pass Tiers*,600
2019-02-23,epic,pickaxe,*Bottom Feeder*,1500
2019-02-23,rare,emote,*Pumpernickel*,500
2019-02-23,rare,outfit,*Brawler*,1200
2019-02-23,rare,outfit,*Cipher*,1200
2018-09-17,legendary,glider,*Hot Ride*,1500
2018-09-17,epic,outfit,*Stage Slayer*,1500
2018-09-17,epic,outfit,*Synth Star*,1500
2018-09-17,uncommon,pickaxe,*Lead Swinger*,500
2018-09-17,rare,emote,*Hitchhiker*,500
2018-09-17,rare,outfit,*Brilliant Striker*,1200
2018-09-17,rare,pickaxe,*Empire Axe*,800
2018-09-17,uncommon,emote,*My Idol!*,200
2018-09-17,uncommon,glider,*Fossil Flyer*,500
2018-09-17,uncommon,outfit,*Nitelite*,800
2018-07-09,legendary,outfit,*Oblivion*,2000
2018-07-09,epic,glider,*Terminus*,1200
2018-07-09,epic,misc,*Battle Pass Tiers*,600
2018-07-09,epic,outfit,*Burnout*,1500
2018-07-09,rare,emote,*Baller*,500
2018-07-09,rare,pickaxe,*Plunja*,800
2018-07-09,uncommon,emote,*Bring It*,200
2018-07-09,uncommon,outfit,*Scarlet Defender*,800
2021-07-30,icon_series,emote,*Lunch Break*,300
2021-07-30,icon_series,bundle,*Ninja (Bundle)*,2000
2021-07-30,icon_series,pickaxe,*PWR Slicers*,1200
2021-07-30,icon_series,pickaxe,*Ol' Mate Sledgy*,800
2021-07-30,icon_series,pickaxe,*Bugha Blades*,800
2021-07-30,icon_series,outfit,*Bugha*,1500
2021-07-30,icon_series,emote,*Bring it around*,300
2021-07-30,icon_series,emote,*Controller Crew*,300
2021-07-30,icon_series,emote,*Bounce Berry*,300
2021-07-30,icon_series,outfit,*Lachlan*,1500
2021-07-30,icon_series,bundle,*Loserfruit (Bundle)*,1800
2021-07-30,icon_series,pickaxe,*Dual Katanas*,800
2021-07-30,icon_series,pickaxe,*Fruit Punchers*,800
2021-07-30,icon_series,bundle,*Lazarbeam (Bundle)*,1800
2021-07-30,icon_series,outfit,*Ninja*,1500
2021-07-30,icon_series,bundle,*TheGrefg (Bundle)*,1800
2021-07-30,icon_series,outfit,*Loserfruit*,1500
2021-07-30,icon_series,emote,*PWR Punch*,300
2021-07-30,rare,music,*Winner's Circle*,200
2021-07-30,icon_series,outfit,*Lazarbeam*,1500
2021-07-30,icon_series,bundle,*Lachlan (Bundle)*,2200
2021-07-30,icon_series,pickaxe,*Staff of Control*,800
2021-07-30,icon_series,emote,*Ninja Style*,300
2021-07-30,icon_series,outfit,*TheGrefg*,1500
2021-07-30,epic,outfit,*Pulse*,1500
2021-07-30,uncommon,pickaxe,*Block Blades*,500
2021-07-30,rare,glider,*Green Eagle*,800
2021-07-30,rare,wrap,*Sonic Glow*,500
2021-07-30,epic,outfit,*Flow*,1500
2021-07-30,epic,glider,*Glow Wings*,1200
2021-07-30,rare,pickaxe,*Vibe Axe*,800
2021-07-30,rare,outfit,*Kyra*,1200
2021-07-30,uncommon,outfit,*GHOST Enforcer*,800
2021-07-30,uncommon,outfit,*SHADOW Enforcer*,800
2021-07-30,rare,pickaxe,*Studded Axe*,800
2021-07-30,uncommon,emote,*Waterworks*,200
2021-07-30,rare,outfit,*Focus*,1200
2021-07-30,rare,emote,*Bold Stance*,500
2021-07-30,uncommon,outfit,*Bullseye*,800
2021-07-30,icon_series,emote,*Leave The Door Open*,500
2021-07-30,epic,outfit,*Snake Eyes*,1800
2022-04-03,rare,pickaxe,*Night Slicer*,800
2022-04-03,rare,pickaxe,*Axeroni*,800
2022-04-03,rare,outfit,*Sparkplug*,1200
2022-04-03,epic,outfit,*Tomatohead*,1500
2022-04-03,rare,pickaxe,*Astrolomaster's Staff*,800
2022-04-03,epic,outfit,*Isabelle*,1500
2022-04-03,rare,outfit,*Wolf*,1200
2022-04-03,rare,pickaxe,*XO Axes*,800
2022-04-03,epic,outfit,*Kitbash*,1500
2022-04-03,epic,glider,*Extra Cheese*,1200
2022-04-03,uncommon,pickaxe,*Reflex Blades*,500
2022-04-03,rare,outfit,*Siren*,1200
2022-04-03,rare,bundle,*Hit Squad (Bundle)*,2400
2022-04-03,rare,emote,*Praise The Tomato*,500
2022-04-03,uncommon,emote,*Finger Guns*,200
2022-04-03,uncommon,outfit,*Prickly Patroller*,800
2022-04-03,icon_series,emote,*Fishin'*,500
2022-04-03,rare,emote,*Savor The W*,500
2022-04-03,rare,outfit,*Doublecross*,1200
2022-04-03,gaming_legends,glider,*Diamond Pony*,1200
2022-04-03,rare,outfit,*Shady Doggo*,1200
2022-04-03,epic,outfit,*Fashion Banshee*,1500
2022-04-03,rare,glider,*Parasail Purse*,800
2022-04-03,uncommon,wrap,*Signature Look*,300
2022-04-03,uncommon,wrap,*Signature Look (Midnight)*,300
2022-04-03,rare,pickaxe,*Speed Sneaker*,800
2022-04-03,rare,emote,*The Look*,400
2022-04-03,uncommon,wrap,*Signature Look (24K)*,300
2022-04-03,rare,outfit,*Game Knight*,1200
2022-04-03,epic,outfit,*Unchained Ramirez*,1500
2022-04-03,rare,bundle,*Balenciaga Looks (Bundle)*,1600
2022-04-03,epic,bundle,*Balenciaga Unleashed (Bundle)*,1800
2022-04-03,epic,bundle,*Balenciaga Knights (Bundle)*,1800
2022-04-03,epic,emote,*Drop The Bass*,800
2022-04-03,rare,outfit,*Harmonizer*,1200
2022-04-03,epic,emote,*Disco Fever*,800
2022-04-03,icon_series,emote,*My World*,500
2022-04-03,rare,outfit,*Hi-Hat*,1200
2022-04-03,rare,wrap,*Sonic Glow*,500
2022-04-03,uncommon,emote,*Bear Hug*,200
2022-04-03,epic,outfit,*Flow*,1500
2022-04-03,epic,outfit,*Party Star*,1500
2022-04-03,icon_series,emote,*Everybody Loves Me*,500
2022-04-03,rare,outfit,*Melody Maverick*,1200
2022-04-03,rare,pickaxe,*Vibe Axe*,800
2022-04-03,rare,outfit,*Synth Striker*,1200
2022-04-03,icon_series,emote,*Snare Solo*,500
2022-04-03,epic,outfit,*Nightlife*,1500
2022-04-03,uncommon,emote,*Lights up*,200
2022-04-03,epic,emote,*Breakin'*,800
2022-04-03,icon_series,emote,*Hey Now!*,500
2022-04-03,icon_series,emote,*Rollie*,500
2022-04-03,icon_series,emote,*Savage*,500
2022-04-03,icon_series,emote,*Don't Start Now*,500
2022-04-03,icon_series,emote,*Bim Bam Boom*,500
2022-04-03,icon_series,emote,*The Macarena*,500
2022-04-03,rare,outfit,*Reverb*,1200
2022-04-03,epic,glider,*Glow Wings*,1200
2022-04-03,icon_series,emote,*Socks*,500
2022-04-03,rare,outfit,*Band Pass*,1200
2022-04-03,legendary,outfit,*DJ Bop*,2000
2022-04-03,rare,outfit,*Pop Prodigy*,1200
2022-04-03,rare,outfit,*Syncopator*,1200
2022-04-03,epic,outfit,*Party Diva*,1500
2022-04-03,rare,pickaxe,*Glow Stick*,800
2022-04-03,rare,outfit,*Envision*,1200
2022-04-03,epic,pickaxe,*Light Knives*,1200
2022-04-03,icon_series,emote,*Wake Up*,500
2022-04-03,icon_series,emote,*Last Forever*,500
2022-04-03,rare,outfit,*Amplitude*,1200
2022-04-03,epic,outfit,*Party MVP*,1500
2022-04-03,icon_series,emote,*Gangnam Style*,500
2022-04-03,epic,emote,*Glowsticks*,800
2022-04-03,epic,outfit,*Pulse*,1500
2022-04-03,icon_series,emote,*Build Up*,500
2022-04-03,icon_series,emote,*Hit It*,500
2022-04-03,rare,outfit,*Attenuator*,1200
2022-04-03,uncommon,glider,*Glow Rider*,500
2022-04-03,icon_series,emote,*Chicken Wing It*,500
2022-04-03,epic,bundle,*Gleam Team (Bundle)*,2500
2022-04-03,rare,bundle,*Feel The Rhythm (Bundle)*,2800
2022-04-03,rare,bundle,*Turn It Up (Bundle)*,2800
2022-04-03,rare,outfit,*Sica*,1200
2022-04-03,rare,pickaxe,*Arena's Blessing*,800
2022-04-03,legendary,glider,*Cerberus*,1500
2022-04-03,rare,bundle,*Sica (Bundle)*,2100
2022-08-20,uncommon,outfit,*Guild*,800
2022-08-20,legendary,outfit,*Ravage*,2000
2022-08-20,rare,glider,*Feathered Flyer*,800
2022-08-20,uncommon,outfit,*Aura*,800
2022-08-20,uncommon,backpack,*Goldy Lock*,200
2022-08-20,rare,outfit,*Jellie*,1200
2022-08-20,legendary,outfit,*Raven*,2000
2022-08-20,legendary,bundle,*Nevermore (Bundle)*,3000
2022-08-20,uncommon,pickaxe,*Diamond Eye*,500
2022-08-20,rare,pickaxe,*Iron Beak*,800
2022-08-20,uncommon,backpack,*Gold Chain*,200
2022-08-20,icon_series,emote,*Forget me not*,500
2022-08-20,rare,pickaxe,*Studded Axe*,800
2022-08-20,epic,emote,*Smooth Moves*,800
2022-08-20,uncommon,emote,*Dip*,200
2022-08-20,epic,outfit,*Shadow Ops*,1500
2022-08-20,rare,emote,*Glitter*,500
2022-08-20,rare,outfit,*Payback*,1200
2022-08-20,epic,bundle,*Phantasm's Level Up Quest Pack (Bundle)*,1200
2022-08-20,uncommon,glider,*New World Flyer*,500
2022-08-20,uncommon,outfit,*Heavy Hitter Hector*,800
2022-08-20,uncommon,outfit,*Mercenary Mansu*,800
2022-08-20,uncommon,outfit,*Jonesy the Secondst*,800
2022-08-20,uncommon,bundle,*Chapter 2: Royale Recruits (Bundle)*,2000
2022-08-20,uncommon,outfit,*Ramirez Redux*,800
2022-08-20,uncommon,outfit,*Taskforce Rio*,800
2022-08-20,uncommon,outfit,*General Banshee*,800
2022-08-20,uncommon,outfit,*Captain Carlos*,800
2022-08-20,uncommon,pickaxe,*Island Classic*,500
2022-08-20,uncommon,outfit,*Emmy Elite*,800
2022-08-20,uncommon,bundle,*Chapter 2: Battle Classics (Bundle)*,2000
2022-08-20,rare,glider,*Space Pod*,800
2022-08-20,rare,pickaxe,*Kamesennin's Staff*,600
2022-08-20,rare,bundle,*Dragon Ball Gear (Bundle)*,1800
2022-08-20,legendary,outfit,*Vegeta*,1800
2022-08-20,legendary,bundle,*Vegeta & Bulma (Bundle)*,2300
2022-08-20,epic,outfit,*Beerus*,1500
2022-08-20,rare,outfit,*Bulma*,1200
2022-08-20,rare,glider,*Nimbus Cloud (Kintoun)*,800
2022-08-20,rare,emote,*Fusion! Hah!!*,400
2022-08-20,legendary,outfit,*Son Goku*,2000
2022-08-20,legendary,bundle,*Goku & Beerus (Bundle)*,2700
2022-08-20,slurp,bundle,*Slurp Legends Pack (Bundle)*,2000
2017-10-31,epic,outfit,*Ghoul Trooper*,1500
2017-10-31,epic,outfit,*Skull Trooper*,1500
2017-10-31,rare,pickaxe,*Reaper*,800
2017-10-31,uncommon,outfit,*Assault Trooper*,800
2017-10-31,uncommon,outfit,*Ranger*,800
2017-10-31,uncommon,outfit,*Trooper*,800
2023-03-02,uncommon,outfit,*Championship Jonesy*,800
2023-03-02,rare,music,*Run It*,200
2023-03-02,uncommon,backpack,*Final Count*,400
2023-03-02,uncommon,pickaxe,*Maceball Bat*,500
2023-03-02,legendary,outfit,*Deadeye*,2000
2023-03-02,legendary,glider,*Falcon*,1500
2023-03-02,uncommon,pickaxe,*Quickstrike*,500
2023-03-02,rare,pickaxe,*Talons*,800
2023-03-02,rare,wrap,*Wolfhunter*,500
2023-03-02,epic,pickaxe,*Breezy Bashers*,1200
2023-03-02,epic,outfit,*Kenji*,1500
2023-03-02,rare,wrap,*Dead Wave*,500
2023-03-02,rare,pickaxe,*Spectral Scythe*,800
2023-03-02,epic,outfit,*Kuno*,1500
2023-03-02,epic,bundle,*Falcon Clan (Bundle)*,2800
2023-03-02,rare,pickaxe,*Big Bad Axe*,800
2023-03-02,epic,bundle,*Britestorm Bomber (Bundle)*,1900
2023-03-02,epic,outfit,*Grim Fable*,1500
2023-03-02,epic,outfit,*Corrupted Voyager*,1500
2023-03-02,rare,wrap,*Corrupted*,500
2023-03-02,epic,outfit,*Britestorm Bomber*,1500
2023-03-02,epic,outfit,*Cloaked Shadow*,1500
2023-03-02,rare,emote,*Tsssss*,500
2023-03-02,rare,emote,*Primo Moves*,500
2023-03-02,uncommon,emote,*Have a Seat*,200
2023-03-02,uncommon,outfit,*Munitions Major*,800
2023-03-02,icon_series,emote,*Jiggle Jiggle*,500
2023-03-02,marvel,outfit,*Captain America - Sam Wilson (MCU)*,2000
2023-03-02,marvel,outfit,*BriteStar*,1800
2023-03-02,marvel,wrap,*Brave and Brite*,500
2023-03-02,icon_series,outfit,*Flakes Power*,1800
2023-03-02,gaming_legends,outfit,*Commander Zavala*,1500
2023-03-02,gaming_legends,bundle,*Legends of the Light and Dark (Bundle)*,2700
2023-03-02,gaming_legends,emote,*Investigate*,300
2023-03-02,gaming_legends,outfit,*Ikora Rey*,1500
2023-03-02,gaming_legends,pickaxe,*Black Talon*,500
2023-03-02,gaming_legends,pickaxe,*The Lament*,800
2023-03-02,gaming_legends,outfit,*Exo Stranger*,1500
2023-03-02,gaming_legends,glider,*Sparrow*,800
2023-03-02,gaming_legends,bundle,*Legends of the Light and Dark Gear (Bundle)*,1800
2023-03-02,gaming_legends,pickaxe,*Crown-Splitter*,500
2023-03-02,uncommon,wrap,*RIPE ON TIME*,300
2023-03-02,rare,glider,*FAR FROM HOME*,800
2023-03-02,rare,bundle,*KAWSPEELY (Bundle)*,1800
2023-03-02,rare,outfit,*KAWS Skeleton*,1200
2023-03-02,rare,outfit,*KAWSPEELY*,1200
2021-08-15,marvel,emote,*Dance Off*,500
2021-08-15,marvel,outfit,*Gamora*,1500
2021-08-15,marvel,glider,*The Milano*,1200
2021-08-15,marvel,pickaxe,*Guardian Axe*,500
2021-08-15,marvel,glider,*Godslayer Glideboard*,800
2021-08-15,marvel,pickaxe,*The Godslayer*,800
2021-08-15,marvel,outfit,*Star-Lord Outfit*,1500
2021-08-15,uncommon,wrap,*Echoes*,300
2021-08-15,rare,glider,*Echo Jet*,800
2021-08-15,uncommon,pickaxe,*Machete*,500
2021-08-15,uncommon,pickaxe,*Inversion Blades*,500
2021-08-15,rare,outfit,*Bandolette*,1200
2021-08-15,rare,outfit,*Echo*,1200
2021-08-15,uncommon,wrap,*Digital Grayscale*,300
2021-08-15,epic,outfit,*Bandolier*,1500
2021-08-15,epic,glider,*Choppa*,1200
2021-08-15,gaming_legends,outfit,*Cammy*,1600
2021-08-15,gaming_legends,pickaxe,*Seven Star Flashing Flail*,800
2021-08-15,gaming_legends,pickaxe,*Guile's Knuckle Buster*,800
2021-08-15,gaming_legends,pickaxe,*Signpost Pummeler*,800
2021-08-15,gaming_legends,outfit,*Chun-Li*,1600
2021-08-15,gaming_legends,pickaxe,*Delta Red Bowie Blade*,800
2021-08-15,gaming_legends,glider,*Sumo Torpedo*,1200
2021-08-15,gaming_legends,outfit,*Ryu*,1600
2021-08-15,gaming_legends,outfit,*Guile*,1600
2021-08-15,gaming_legends,glider,*V-Trigger Vector*,800
2021-08-15,uncommon,emote,*Face Palm*,200
2021-08-15,epic,outfit,*Bao Bros*,1500
2021-08-15,rare,wrap,*Bubbly*,500
2021-08-15,rare,pickaxe,*Spectral Axe*,800
2021-08-15,rare,emote,*Bhangra Boogie*,500
2021-08-15,rare,outfit,*Slumberjack*,1200
2021-08-15,epic,outfit,*Dude*,1200
2022-07-05,epic,outfit,*Party Diva*,1500
2022-07-05,epic,pickaxe,*Light Knives*,1200
2022-07-05,epic,emote,*Star Power*,800
2022-07-05,rare,wrap,*Sticker Star*,500
2022-07-05,epic,bundle,*Sparkles_QT's Locker (Bundle)*,2400
2022-07-05,epic,outfit,*Mecha Strike Defender*,1400
2022-07-05,epic,outfit,*Mecha Strike Navigator*,1400
2022-07-05,rare,outfit,*Etheria*,1200
2022-07-05,rare,pickaxe,*Crystaline Battle Wand*,800
2022-07-05,epic,bundle,*Mecha Weapons Team (Bundle)*,2000
2022-07-05,epic,emote,*Squat Kick*,800
2022-07-05,legendary,outfit,*Wild Card*,2000
2022-07-05,uncommon,outfit,*Bullseye*,800
2022-07-05,rare,pickaxe,*Persuader*,800
2022-07-05,shadow,pickaxe,*Stark Splitter*,800
2022-07-05,uncommon,emote,*Deep Dab*,200
2022-07-05,uncommon,backpack,*Brave Bag*,200
2022-07-05,epic,outfit,*Fireworks Team Leader*,1500
2022-07-05,rare,wrap,*Fireworks*,500
2022-07-05,uncommon,backpack,*Color Guard*,200
2022-07-05,epic,emote,*Roman Candle*,200
2022-07-05,rare,emote,*Rocket Spinner*,500
2022-07-05,rare,pickaxe,*Sparklaxe*,800
2022-07-05,uncommon,outfit,*Star-Spangled Ranger*,800
2022-07-05,rare,glider,*Boomer*,800
2022-07-05,uncommon,outfit,*Star-Spangled Trooper*,800
2022-07-05,marvel,emote,*Grand Salute*,300
2022-07-05,marvel,outfit,*Captain America*,2000
2022-07-05,uncommon,emote,*Sparkler*,200
2022-07-05,epic,outfit,*Nitrojerry*,1500
2022-07-05,uncommon,wrap,*RIPE ON TIME*,300
2022-07-05,rare,glider,*FAR FROM HOME*,800
2022-07-05,rare,bundle,*KAWSPEELY (Bundle)*,1800
